,",Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Date,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM"
805,"7,Josh Richardson,14:57,2,7,.286,0,1,.000,0,0,,1,1,2,0,0,1,4,3,4,-3,2/7/2020,,,,,,,,,,,,,,,"
806,"8,Mike Scott,12:38,1,2,.500,1,1,1.000,0,0,,0,5,5,0,1,0,1,1,3,+1,2/7/2020,,,,,,,,,,,,,,,"
807,"9,Norvel Pelle,7:17,2,2,1.000,0,0,,1,2,.500,2,1,3,0,0,2,1,4,5,-5,2/7/2020,,,,,,,,,,,,,,,"
808,"10,Zhaire Smith,2:49,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,1,1,2,-6,2/7/2020,,,,,,,,,,,,,,,"
809,"11,Raul Neto,2:49,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,0,0,-6,2/7/2020,,,,,,,,,,,,,,,"
810,"12,Marial Shayok,2:49,0,2,.000,0,0,,0,0,,0,2,2,1,0,0,0,0,0,-6,2/7/2020,,,,,,,,,,,,,,,"
811,"13,Team Totals,240,48,90,.533,14,25,.560,9,15,.600,10,40,50,34,8,11,20,25,119,,2/7/2020,,,,,,,,,,,,,,,"
812,"0,Ben Simmons,34:51,,,,,,,,,,,,,,,,,,,,,.679,.643,.000,.357,0.0,11.2,6.1,38.7,3.9,1.9,30.2,27.4,109,97,3.4"
813,"1,Tobias Harris,32:33,,,,,,,,,,,,,,,,,,,,,.602,.618,.235,.059,0.0,18.1,9.8,21.2,0.0,4.1,0.0,22.1,130,102,6.8"
814,"2,Al Horford,30:47,,,,,,,,,,,,,,,,,,,,,.500,.500,.500,.000,0.0,25.5,13.9,22.4,1.5,2.2,0.0,13.4,127,99,3.8"
815,"3,Shake Milton,21:41,,,,,,,,,,,,,,,,,,,,,.143,.143,.286,.000,5.4,4.5,4.9,9.7,0.0,0.0,0.0,13.3,63,109,-15.9"
816,"4,Joel Embiid,15:52,,,,,,,,,,,,,,,,,,,,,.644,.583,.167,.667,22.1,43.2,33.6,23.3,5.7,4.2,27.9,27.9,113,84,9.4"
817,"5,Matisse Thybulle,32:11,,,,,,,,,,,,,,,,,,,,,.600,.600,.400,.000,0.0,3.0,1.7,6.9,1.4,4.1,16.7,7.7,109,103,-2.1"
818,"6,Furkan Korkmaz,28:46,,,,,,,,,,,,,,,,,,,,,.928,.971,.529,.176,12.2,10.2,11.1,25.4,0.0,2.3,9.8,29.1,155,106,22.8"
819,"7,Josh Richardson,14:57,,,,,,,,,,,,,,,,,,,,,.286,.286,.143,.000,7.8,6.6,7.1,0.0,0.0,4.5,36.4,30.3,42,104,-25.9"
820,"8,Mike Scott,12:38,,,,,,,,,,,,,,,,,,,,,.750,.750,.500,.000,0.0,38.8,21.1,0.0,3.6,0.0,33.3,9.8,83,93,-0.4"
821,"9,Norvel Pelle,7:17,,,,,,,,,,,,,,,,,,,,,.868,1.000,.000,1.000,32.1,13.4,22.0,0.0,0.0,18.3,25.8,21.9,129,90,0.7"
822,"10,Zhaire Smith,2:49,,,,,,,,,,,,,,,,,,,,,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,29.2,64,110,-15.4"
823,"11,Marial Shayok,2:49,,,,,,,,,,,,,,,,,,,,,.000,.000,.000,.000,0.0,69.6,37.9,35.5,0.0,0.0,0.0,29.2,38,94,-18.7"
824,"12,Raul Neto,2:49,,,,,,,,,,,,,,,,,,,,,,,,,0.0,34.8,18.9,35.5,0.0,0.0,,0.0,229,102,3.5"
825,"13,Team Totals,240,,,,,,,,,,,,,,,,,,,,,.616,.611,.278,.167,24.4,81.6,55.6,70.8,7.5,15.3,17.2,100.0,111.4,100.2,"
826,"0,Tobias Harris,39:43,8,21,.381,2,5,.400,5,7,.714,6,9,15,4,0,0,2,4,23,+15,8/7/2020,,,,,,,,,,,,,,,"
827,"1,Joel Embiid,37:05,7,18,.389,0,2,.000,9,13,.692,2,11,13,1,0,0,2,4,23,+3,8/7/2020,,,,,,,,,,,,,,,"
828,"2,Josh Richardson,34:02,2,12,.167,1,5,.200,0,0,,0,0,0,1,1,0,0,2,5,+2,8/7/2020,,,,,,,,,,,,,,,"
829,"3,Al Horford,30:20,8,14,.571,1,3,.333,4,4,1.000,5,4,9,2,0,1,1,0,21,+4,8/7/2020,,,,,,,,,,,,,,,"
830,"4,Shake Milton,25:04,2,5,.400,0,2,.000,2,2,1.000,0,4,4,8,0,0,1,2,6,+2,8/7/2020,,,,,,,,,,,,,,,"
831,"5,Alec Burks,27:31,8,15,.533,3,7,.429,3,5,.600,1,3,4,2,0,0,1,3,22,+12,8/7/2020,,,,,,,,,,,,,,,"
832,"6,Matisse Thybulle,21:08,1,2,.500,0,1,.000,0,0,,1,1,2,1,2,2,1,1,2,0,8/7/2020,,,,,,,,,,,,,,,"
833,"7,Furkan Korkmaz,16:33,1,3,.333,1,2,.500,1,2,.500,0,1,1,0,0,1,0,3,4,-4,8/7/2020,,,,,,,,,,,,,,,"
834,"8,Mike Scott,8:34,1,3,.333,0,2,.000,0,0,,0,3,3,0,1,0,1,1,2,+1,8/7/2020,,,,,,,,,,,,,,,"
835,"9,Marial Shayok,240,38,93,.409,8,29,.276,24,33,.727,15,36,51,19,4,4,9,20,108,,8/7/2020,,,,,,,,,,,,,,,"
836,"10,Kyle O'Quinn,8/7/2020,Norvel Pelle,8/7/2020,Raul Neto,8/7/2020,Team Totals,8/7/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
837,"0,Tobias Harris,39:43,,,,,,,,,,,,,,,,,,,,,.478,.429,.238,.333,13.9,23.6,18.5,17.1,0.0,0.0,7.7,27.1,110,106,1.8"
838,"1,Joel Embiid,37:05,,,,,,,,,,,,,,,,,,,,,.485,.389,.111,.722,5.0,31.0,17.2,4.5,0.0,0.0,7.8,28.6,102,104,-2.5"
839,"2,Josh Richardson,34:02,,,,,,,,,,,,,,,,,,,,,.208,.208,.417,.000,0.0,0.0,0.0,4.0,1.5,0.0,0.0,14.5,54,109,-11.3"
840,"3,Al Horford,30:20,,,,,,,,,,,,,,,,,,,,,.666,.607,.214,.286,15.2,13.8,14.5,12.5,0.0,2.8,6.0,22.8,141,107,11.4"
841,"4,Shake Milton,25:04,,,,,,,,,,,,,,,,,,,,,.510,.400,.400,.400,0.0,16.7,7.8,44.8,0.0,0.0,14.5,11.3,125,108,2.6"
842,"5,Alec Burks,27:31,,,,,,,,,,,,,,,,,,,,,.640,.633,.467,.333,3.4,11.4,7.1,14.5,0.0,0.0,5.5,27.2,128,109,7.7"
843,"6,Matisse Thybulle,21:08,,,,,,,,,,,,,,,,,,,,,.500,.500,.500,.000,4.4,4.9,4.6,6.4,4.7,8.1,33.3,5.8,90,95,5.5"
844,"7,Furkan Korkmaz,16:33,,,,,,,,,,,,,,,,,,,,,.515,.500,.667,.667,0.0,6.3,3.0,0.0,0.0,5.2,0.0,9.7,112,107,-3.7"
845,"8,Mike Scott,8:34,,,,,,,,,,,,,,,,,,,,,.333,.333,.667,.000,0.0,36.5,17.2,0.0,5.8,0.0,25.0,19.2,51,89,-7.7"
846,"9,Marial Shayok,240,,,,,,,,,,,,,,,,,,,,,.502,.452,.312,.355,28.8,78.3,52.0,50.0,4.1,7.1,7.7,100.0,111.7,104.5,"
847,"10,Kyle O'Quinn,Norvel Pelle,,,,,,,,,,,,,,,,,,,,,Raul Neto,Team Totals,,,,,,,,,,,,,"
848,"0,Ben Simmons,38:42,9,15,.600,0,0,,1,4,.250,2,7,9,3,1,0,3,1,19,+4,1/9/2020,,,,,,,,,,,,,,,"
849,"1,Tobias Harris,34:56,7,17,.412,2,5,.400,0,0,,0,7,7,3,2,0,1,1,16,+5,1/9/2020,,,,,,,,,,,,,,,"
850,"2,Josh Richardson,33:50,9,16,.563,1,5,.200,10,10,1.000,0,3,3,7,0,0,2,2,29,+15,1/9/2020,,,,,,,,,,,,,,,"
851,"3,Al Horford,32:15,7,11,.636,2,3,.667,1,3,.333,5,3,8,6,1,2,2,2,17,+19,1/9/2020,,,,,,,,,,,,,,,"
852,"4,Mike Scott,25:31,3,8,.375,1,3,.333,0,0,,2,2,4,1,0,0,0,0,7,+13,1/9/2020,,,,,,,,,,,,,,,"
853,"5,Matisse Thybulle,18:50,0,4,.000,0,2,.000,0,0,,3,2,5,2,0,0,1,1,0,+7,1/9/2020,,,,,,,,,,,,,,,"
854,"6,James Ennis,16:38,2,5,.400,2,3,.667,0,0,,0,2,2,0,2,0,1,1,6,-4,1/9/2020,,,,,,,,,,,,,,,"
855,"7,Furkan Korkmaz,14:15,3,6,.500,3,5,.600,0,0,,0,3,3,0,0,0,1,1,9,-3,1/9/2020,,,,,,,,,,,,,,,"
856,"8,Norvel Pelle,12:38,3,3,1.000,0,0,,0,0,,0,4,4,0,0,3,1,2,6,-1,1/9/2020,,,,,,,,,,,,,,,"
857,"9,Trey Burke,12:25,0,3,.000,0,1,.000,0,0,,1,2,3,2,0,0,0,0,0,0,1/9/2020,,,,,,,,,,,,,,,"
858,"10,Jonah Bolden,240,43,88,.489,11,27,.407,12,17,.706,13,35,48,24,6,5,12,11,109,,1/9/2020,,,,,,,,,,,,,,,"
859,"11,Kyle O'Quinn,1/9/2020,Raul Neto,1/9/2020,Team Totals,1/9/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
860,"0,Ben Simmons,38:42,,,,,,,,,,,,,,,,,,,,,.567,.600,.000,.267,5.8,20.2,13.0,11.7,1.3,0.0,15.2,22.8,105,105,-1.6"
861,"1,Tobias Harris,34:56,,,,,,,,,,,,,,,,,,,,,.471,.471,.294,.000,0.0,22.4,11.2,12.3,2.9,0.0,5.6,23.0,103,101,0.6"
862,"2,Josh Richardson,33:50,,,,,,,,,,,,,,,,,,,,,.711,.594,.313,.625,0.0,9.9,4.9,32.8,0.0,0.0,8.9,29.6,147,111,10.1"
863,"3,Al Horford,32:15,,,,,,,,,,,,,,,,,,,,,.690,.727,.273,.273,17.3,10.4,13.8,27.4,1.6,5.7,14.0,19.8,139,102,13.5"
864,"4,Mike Scott,25:31,,,,,,,,,,,,,,,,,,,,,.438,.438,.375,.000,8.7,8.7,8.7,5.0,0.0,0.0,0.0,14.0,113,111,-3.2"
865,"5,Matisse Thybulle,18:50,,,,,,,,,,,,,,,,,,,,,.000,.000,.500,.000,17.8,11.9,14.8,11.9,0.0,0.0,20.0,11.9,63,110,-10.6"
866,"6,James Ennis,16:38,,,,,,,,,,,,,,,,,,,,,.600,.600,.600,.000,0.0,13.4,6.7,0.0,6.2,0.0,16.7,16.1,99,96,2.8"
867,"7,Furkan Korkmaz,14:15,,,,,,,,,,,,,,,,,,,,,.750,.750,.833,.000,0.0,23.5,11.8,0.0,0.0,0.0,14.3,21.9,120,108,3.9"
868,"8,Norvel Pelle,12:38,,,,,,,,,,,,,,,,,,,,,1.000,1.000,.000,.000,0.0,35.3,17.7,0.0,0.0,21.9,25.0,14.1,127,87,9.4"
869,"9,Trey Burke,12:25,,,,,,,,,,,,,,,,,,,,,.000,.000,.333,.000,9.0,18.0,13.5,18.0,0.0,0.0,0.0,10.8,65,109,-9.6"
870,"10,Jonah Bolden,240,,,,,,,,,,,,,,,,,,,,,.571,.551,.307,.193,30.2,81.4,55.8,55.8,6.4,9.6,11.2,100.0,116.3,104.5,"
871,"11,Kyle O'Quinn,Raul Neto,,,,,,,,,,,,,,,,,,,,,Team Totals,,,,,,,,,,,,,,"
872,"0,Isaiah Joe,44:51,4,18,.222,3,11,.273,2,2,1.000,2,2,4,2,1,0,1,1,13,-14,1/9/2021,,,,,,,,,,,,,,,"
873,"1,Tyrese Maxey,43:45,18,33,.545,3,8,.375,0,0,,1,6,7,6,2,0,2,3,39,-17,1/9/2021,,,,,,,,,,,,,,,"
874,"2,Dakota Mathias,41:03,5,13,.385,2,5,.400,0,1,.000,1,0,1,5,1,1,1,3,12,-17,1/9/2021,,,,,,,,,,,,,,,"
875,"3,Danny Green,36:10,4,17,.235,2,7,.286,1,3,.333,1,2,3,5,2,1,3,4,11,-13,1/9/2021,,,,,,,,,,,,,,,"
876,"4,Dwight Howard,23:35,4,6,.667,1,2,.500,2,2,1.000,4,7,11,2,0,0,4,5,11,-22,1/9/2021,,,,,,,,,,,,,,,"
877,"5,Paul Reed,26:11,3,9,.333,0,1,.000,0,0,,6,1,7,2,1,1,4,1,6,+13,1/9/2021,,,,,,,,,,,,,,,"
878,"6,Tony Bradley,24:25,5,7,.714,0,1,.000,1,2,.500,5,10,15,1,1,1,1,2,11,+10,1/9/2021,,,,,,,,,,,,,,,"
879,"7,Shake Milton,240,43,103,.417,11,35,.314,6,10,.600,20,28,48,23,8,4,16,19,103,,1/9/2021,,,,,,,,,,,,,,,"
880,"8,Furkan Korkmaz,1/9/2021,Matisse Thybulle,1/9/2021,Mike Scott,1/9/2021,Vincent Poirier,1/9/2021,Team Totals,1/9/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,"
881,"0,Isaiah Joe,44:51,,,,,,,,,,,,,,,,,,,,,.344,.306,.611,.111,4.3,5.0,4.6,5.5,1.1,0.0,5.0,17.2,93,124,-9.0"
882,"1,Tyrese Maxey,43:45,,,,,,,,,,,,,,,,,,,,,.591,.591,.242,.000,2.2,15.3,8.3,28.3,2.3,0.0,5.7,31.1,130,118,8.3"
883,"2,Dakota Mathias,41:03,,,,,,,,,,,,,,,,,,,,,.446,.462,.385,.077,2.3,0.0,1.3,15.7,1.2,2.1,6.9,13.7,112,124,-4.2"
884,"3,Danny Green,36:10,,,,,,,,,,,,,,,,,,,,,.300,.294,.412,.176,2.7,6.2,4.3,17.6,2.7,2.3,14.1,22.9,76,118,-9.6"
885,"4,Dwight Howard,23:35,,,,,,,,,,,,,,,,,,,,,.799,.750,.333,.333,16.3,33.1,24.1,11.7,0.0,0.0,36.8,17.9,110,116,-4.2"
886,"5,Paul Reed,26:11,,,,,,,,,,,,,,,,,,,,,.333,.333,.111,.000,22.0,4.3,13.8,9.8,1.9,3.2,30.8,19.3,74,121,-10.1"
887,"6,Tony Bradley,24:25,,,,,,,,,,,,,,,,,,,,,.698,.714,.143,.286,19.7,45.7,31.7,5.9,2.0,3.4,11.3,14.1,139,106,4.9"
888,"7,Furkan Korkmaz,240,,,,,,,,,,,,,,,,,,,,,.480,.471,.340,.097,40.0,65.1,51.6,53.5,8.3,7.0,13.0,100.0,106.4,118.8,"
889,"8,Matisse Thybulle,Mike Scott,,,,,,,,,,,,,,,,,,,,,Vincent Poirier,Shake Milton,Team Totals,,,,,,,,,,,,"
890,"0,Ben Simmons,36:35,6,13,.462,0,0,,7,10,.700,3,7,10,10,4,0,7,3,19,-2,2/9/2020,,,,,,,,,,,,,,,"
891,"1,Joel Embiid,30:49,8,17,.471,1,3,.333,11,14,.786,6,6,12,5,3,4,4,4,28,-1,2/9/2020,,,,,,,,,,,,,,,"
892,"2,Tobias Harris,30:29,5,9,.556,2,2,1.000,2,2,1.000,0,3,3,4,0,0,1,2,14,-5,2/9/2020,,,,,,,,,,,,,,,"
893,"3,Al Horford,30:16,0,6,.000,0,2,.000,0,0,,1,6,7,2,0,2,0,2,0,-1,2/9/2020,,,,,,,,,,,,,,,"
894,"4,Shake Milton,13:07,2,5,.400,1,2,.500,0,0,,1,0,1,2,1,0,1,1,5,-7,2/9/2020,,,,,,,,,,,,,,,"
895,"5,Furkan Korkmaz,31:34,12,17,.706,6,11,.545,1,1,1.000,1,4,5,2,3,0,2,0,31,+14,2/9/2020,,,,,,,,,,,,,,,"
896,"6,Josh Richardson,19:08,1,2,.500,0,0,,1,4,.250,0,0,0,2,1,0,1,3,3,+9,2/9/2020,,,,,,,,,,,,,,,"
897,"7,Matisse Thybulle,18:08,2,5,.400,1,4,.250,1,1,1.000,1,0,1,1,0,0,0,2,6,+5,2/9/2020,,,,,,,,,,,,,,,"
898,"8,Mike Scott,17:43,1,4,.250,0,2,.000,0,0,,1,3,4,1,0,0,0,0,2,+12,2/9/2020,,,,,,,,,,,,,,,"
899,"9,Glenn Robinson,12:11,5,6,.833,0,1,.000,0,0,,1,0,1,0,0,0,0,1,10,+11,2/9/2020,,,,,,,,,,,,,,,"
900,"10,Alec Burks,240,42,84,.500,11,27,.407,23,32,.719,15,29,44,29,12,6,16,18,118,,2/9/2020,,,,,,,,,,,,,,,"
901,"11,Raul Neto,2/9/2020,Norvel Pelle,2/9/2020,Team Totals,2/9/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
902,"0,Ben Simmons,36:35,,,,,,,,,,,,,,,,,,,,,.546,.462,.000,.769,9.2,21.4,15.3,38.4,5.4,0.0,28.7,28.1,103,106,0.6"
903,"1,Joel Embiid,30:49,,,,,,,,,,,,,,,,,,,,,.604,.500,.176,.824,21.7,21.7,21.7,26.4,4.8,11.1,14.7,37.1,125,101,11.2"
904,"2,Tobias Harris,30:29,,,,,,,,,,,,,,,,,,,,,.709,.667,.222,.222,0.0,11.0,5.5,18.5,0.0,0.0,9.2,15.0,143,122,0.5"
905,"3,Al Horford,30:16,,,,,,,,,,,,,,,,,,,,,.000,.000,.333,.000,3.7,22.1,12.9,7.6,0.0,5.7,0.0,8.3,42,115,-11.6"
906,"4,Shake Milton,13:07,,,,,,,,,,,,,,,,,,,,,.500,.500,.400,.000,8.5,0.0,4.3,21.1,3.8,0.0,16.7,19.2,108,117,-2.0"
907,"5,Furkan Korkmaz,31:34,,,,,,,,,,,,,,,,,,,,,.889,.882,.647,.059,3.5,14.1,8.8,12.8,4.7,0.0,10.3,25.9,151,110,18.6"
908,"6,Josh Richardson,19:08,,,,,,,,,,,,,,,,,,,,,.399,.500,.000,2.000,0.0,0.0,0.0,12.7,2.6,0.0,21.0,10.5,81,120,-9.9"
909,"7,Matisse Thybulle,18:08,,,,,,,,,,,,,,,,,,,,,.551,.500,.800,.200,6.2,0.0,3.1,7.2,0.0,0.0,0.0,12.6,137,126,-5.8"
910,"8,Mike Scott,17:43,,,,,,,,,,,,,,,,,,,,,.250,.250,.500,.000,6.3,18.9,12.6,6.9,0.0,0.0,0.0,9.5,89,119,-9.1"
911,"9,Glenn Robinson,12:11,,,,,,,,,,,,,,,,,,,,,.833,.833,.167,.000,9.2,0.0,4.6,0.0,0.0,0.0,0.0,20.7,168,126,4.3"
912,"10,Alec Burks,240,,,,,,,,,,,,,,,,,,,,,.602,.565,.321,.381,34.9,67.4,51.2,69.0,12.4,10.7,14.0,100.0,121.5,114.3,"
913,"11,Raul Neto,Norvel Pelle,,,,,,,,,,,,,,,,,,,,,Team Totals,,,,,,,,,,,,,,"
